rating,date,coment_title,coment_description
4,12 febrero 2018,Interesante,"Una cultura totalmente diferente a la de las islas flotantes. Aquí si llegaron los españoles y eso se nota por las vestimentas de los isleños.. Muy de ellos con el consiguiente peligro, ya comprobado, de consanguineidad. Hay un lugar especial para los enterramientos de los fetos prematuros.!!Esto te indica lo muy exclusivos que son con sus costumbres."
5,10 febrero 2018,Vacaciones en pareja,La Isla Taquile es una isla ubicada en un cerro...el cual hay que subirlo a pié...son 3 km aproximadamente...luego almorzamos en un restaurante de nativos de la isla...deliciosa comida...ofrecen sólo 2 opciones...también nos ofrecieron su baile típico...luego se baja hadta llegar a la embarcación. A lo largo de todo el recorrido hay ventas ambulantes de artesanías típicas de la zona.
5,10 febrero 2018,Caminata en Taquile,"Hemos pasado una agradable mañana en Taquile. Primero una caminata de 50-60 minutos, a ditto suave. Es mejor ir con zapatillas tips treaking unique las normalize tambien functionan pues el camino es empedrado y esta en buen estado. Luego hemos almorzado soap de quinua y verduras, trucha a la parrilla con papas y arroz. "
5,6 febrero 2018,EXCELENTE,"Bueno como es un sitio a 3800 msnm es muy fuerte luego de llegar a la base de la isla tener que subir mas de 500 escalones para llegar al Pueblo de Taquile que esta a 3900 msnm, pero vale la pena el sitio es impresionante, la plaza de armas, las artesanias, la iglesia, la comida, en general todo es muy bueno para conocer"
5,5 febrero 2018,Una de las mejores vistas del Titicaca!!! ,"La altura puede jugar en contra, pero llegar a la cima vale la pena... Una de las mejores vista del Titicaca!!!"
5,31 enero 2018,Preciosa Isla!!!,"La isla es muy hermosa. Tiene un paisaje impresionante. Te recibe la gente local y depende del tour que contrates, podes almorzar ahí y la comida hecha por ellos. Te muestran cómo viven, y sus costumbres. Excursión super recomendable!"
4,21 enero 2018,interesante,"un lugar lindo no apto para personas que tengas problemas para subir muchos escalones, es una bello lugar con una vista inigualable aunque cuesta mucho subir la cima te premia rico almuerzo . gracias por recibirnos"
5,19 enero 2018,Trekking y sunset,En esta Isla puedes hacer un trekking de 45 minutos que te llevarán a presenciar uno de los atardeceres más lindos! Aquí puedes quedarte a dormir en la casa de una de las familias y comerás platos típicos de la isla. Una experiencia que necesariamente tienes que vivir.
4,18 enero 2018,bello lugar,es una oportunidad de tener contacto cercano con los habitantes y conocer culturas y costumbres diferentes
5,15 enero 2018,Taquile paraíso terrenal,Fui a esta isla que en los años 20 fue una prision para ir hay dos formas  Por cuenta propia y contratando un tour con alguna agencia de viajes en mi caso fui por mi cuenta importante es necesario aclimatarse un dia antes caminando livianamente las embarcaciones salen todos los días todas pasan por Islas de los uros una breve parada y como ti uancv el viaje a taquile si deseas puedes quedarte en la isla a dormir la comida es fascinante la sopa de quinua y el pescado es único el paisaje es imponente ver el lago mar 
5,13 enero 2018,Taquile hermoso no se lo pierdan ,"Fuiba esta isla por mi cuenta es necesario aclimatarse un dia para no sufrir el mal de altura, llevar zapatos adecuados para la caminata que dura 50 minutos hasta llegar a la plaza principal en el puerto de puno salen las embarcaciones tener cuidado en llegar antes de las 8 am si vas despues no encontraras barcos que vayan a taquile y perderas un dia y al retorno retornar antes de las 2 pm del puerto principal de taquile o tendras que quedarte en la isla y los hospedajes son bien caros la isla tiene varios reataurantes todos ofrecen el mismo menu el precio es de 25 soles por lo que puedes llevar tu preparados pero la verdad la caminata te hace dar bastante hambre ..."
5,11 enero 2018,Paz,"Excelnte lugar para sentarse x descansae, el paisaje es increible y la gente muy amistosa, la comida fue muy buena."
5,11 enero 2018,Hermosas Vistas,"Una de las mejores vistas de la majestuosidad del Lago Titicaca se puede apreciar desde la cima de esta Isla Taquile, excelentes vistas por donde vayan, lo único pesado del lugar es la caminata por pendientes muy empinadas por lo que algunos se puedan fatigar con facilidad o que les falten el aire por la altura de 4,000 msnm, si van con tour guiado se puede apreciar las costumbres de los habitantes de la isla y degustar su gastronomía."
5,10 enero 2018,Mágico,"Estar ahí te invita a quedarte y no hacer otra cosa que contemplar el majestuoso lago Titicaca. Tiene una de las mejores vistas del lago, la gente es muy amable. Puedes encontrar artesanía y tejidos."
5,7 enero 2018,Una Isla con mucha energia,Lo que mas destaca en esta Isla son sus tejidos multicolores y las energia que se siente en la cima de ella. Muy bonito atardecer.
4,4 enero 2018,Bonito recorrido con dura caminata.,"Hay que estar pregarados para tener una ascenso de unos 20 a 30 min a paso medio y tener en cuenta que esta se siente mas fuerte por la altura sobre el nivel del mar a la que este lugar (3800 m en el lago hasta unos 4000 m cuando se sube). En un camino de piedra, no apto para llevar coche de bebe. Pero al final del ascenso se puede diafrutar de un lugar muy autoctono y ver la belleza del lago Titicaca en todo su esplendor.Lo visité en familia y para mi hijo menor (8 años) fue bastante duro el ascenso, aunque despues el recorrido fue mas sueva pero largo.Si se toma un tour, incluye el almuerzo en la casa de algun habitante de esa comunidad indigena, donde te explican todas las costumbres, y mientras tanto se disfruta con la vista al lago."
5,28 diciembre 2017,PARAISO TERRENAL!,"Vale la pena soportar el mal de altura, con tal de disfrutar de los paisajes de esta Isla! Su gente, sus costumbres ....m¿fue un viaje increíble!"
5,28 diciembre 2017,Tradición y cultura,"La duración del trayecto desde Puno a la isla puede durar desde alrededor de 1 hora en una embarcación rápida o 2 horas si se toma una embarcación regular, la diferencia de precio no es mucha y compense optar la rápida para aprovechar el tiempo en la isla. Al llegar tendrán que subir una pronunciada cuesta pero con tranquilidad a su ritmo se consigue subir, siendo el resto del camino plano salvo la bajada. Allí las familias les enseñaran sus artesanías y costumbres de tejidos entre otras tantas y podrán compartir un almuerzo que por lo general sera sopa de quinoa y trucha."
4,28 diciembre 2017,Pacha expedition gracias ,Taquile es una isla muy hermosa donde se puedever cuan grnde es el titicaca agradecemos la organizacion de los servicios de pacha expedition fuimos a las isla uros y taquile con ellos y la verdad todo exelente definitivamente recomiendo esta agencia y en especial la lancha rapida y el city tour gastronomico definitivamente volveremos 
5,17 diciembre 2017,Merece la pena,"a pesar de que está a dos horas en barco de Puno y que hay que hacer un esfuerzo para poder subir a lo alto dela isla, es un sitio que merece mucho la pena, primero por las vistas que se obtiene desde la isla, y segundo porque te permiten ver como viven allí sus familias de forma real, no como en otras excursiones como la de Uros, donde todo esta preparado para el turista"
5,10 diciembre 2017,Sorprendente!,"Perfecto para relajarse, una de las mejores vistas del lago Titicaca en unión del cielo celeste de la región. 100% recomendado! vale la pena visitarla!"
5,10 diciembre 2017,Algo muy diferente,"Esta isla en el Lago Titicaca tiene una población que vive aislada y con costumbres bien diferentes , en los paseos te invitan a comer y son muy hospitalarios."
5,6 diciembre 2017,Una de las mejores visitas,"Durante mi viaje a Perú la visita a Taquile fue una de las mejores, la comida que sirven en el restaurante comunitario es deliciosa. Un poco cansado subir al pueblo pero vale la pena, linda vista al lago Titicaca, en el pueblo hay tiendas para adquirir artesanías, es recomendable llevar efectivo, en la isla sólo aceptan efectivo. La gente de Taquile es muy amable, sus tradiciones muy simpáticas, recomendado."
5,30 noviembre 2017,Taquile con pacha expedition la mejor opcion,Lleve los servicios de pacha expedition en el centro de la ciudad buenos precios buena calidad sobre todo buenos guias que te hacen una introspeccion social economica de los habiutantes de los uros definitivamente si van a uros Y la isla de taquile les recomiendo la agencia pacha expedion 100% recomendables 
5,28 noviembre 2017,RECOMENDABLE !!!,"Incluida en la excursiòn de las Islas de Uros, luego de navegar por mas de una hora, llegamos a esta hermosa y gran isla. Subimos por un largo sendero hasta la plaza del pueblo y recorrimos el lugar. Luego almorzamos en la casa de una de las familias tradicionales de la isla, conociendo un poco de sus costumbres, de sus comidas, de sus vestimentas, mùsica y baile. Gente muy amable !! Recomiendo esta visita. "
4,24 noviembre 2017,Imprescindible,"Las vistas desde la cima son espectaculares al lago titicaca,lo malo es la subida por la ladera de la montaña con escalones de piedra irregulares y el problema de la altitud,al llegar exhausto a la cima se puede ver el poblado y la calidez de sus habitantes."
3,23 noviembre 2017,Buenos pulmones,"Prepara tus pulmones para la subida, yo no tuve mucho problema pero a la gente le costaba entre la altura y las subidas. La excursión te lleva a una plaza donde te dejan un rato para que gastes en una tienda local, y luego sigues a otro lugar donde se hace una parada para comer. Luego se baja por otro lado y vuelves al barco. "
5,22 noviembre 2017,Excelente opción,"Aunque la subida al pueblo desde el puerto donde te deja la lancha sea bastanteee, vale la pena conocer este lugar tan bello suspendido en el tiempo, recorrerlo un poco es una aventura, comimos en casa de unos habitantes ( trucha, sopa y verduras) la verdad muy rico todo, recomiendo esta excursión."
5,22 noviembre 2017,hermosa experiencia,"viajamos con Titicaca Tours. Muy buena atención, nos pasaron a buscar por el hotel y realizamos una excursión muy linda sobre el lago Titicaca. Primero estuvimos en la isla de los Uros y luego almorzamos en la Isla Taquile. Si bien subir hasta la Plaza Mayor de la isla requiere de un esfuerzo por las rampas empinadas, vale la pena. Almorzamos exquisito y luego bajamos hasta otro puerto de la isla por caminos que bordean parte de la isla. toda una experiencia inolvidable. La lancha y el guía que nos asignaron de primera."
5,21 noviembre 2017,Una pincelada suspendida entre el cielo y el agua,"Encantadora isla con paisajes que te trasladan a una paz e inspiran a reflexionar lo maravilloso del lugar y de su gente. A pesar de los pronósticos de la gente por el frío que iba a calar el hueso, estuvo un clima perfecto, y más había que preocuparse del ardiente sol que se ensaña si no tienes un buen sombrero o protección.Disfrútenlo con tiempo, a pesar que el recorrido no es muy largo, la isla ofrece exquisitos detalles."
5,20 noviembre 2017,Atractivo lugar con mucho encanto,"bonito lugar para pasar el día, departir con la familia que te acoge y te da de comer, si te implicas un poco con los lugareños te hacen participe de su modo de vida y sus tradiciones."
4,18 noviembre 2017,Guarda la tradición,Isla que guarda la tradición de los antiguos habitantes quechuas. Muy recomendable su visita por la belleza del paisaje del lago Titicaca. Tiene restaurantes para poder degustar la comida local
5,17 noviembre 2017,encantador,"una maravilla de la naturaleza que hay que visitar, la panoramica es un encanto, la historia y sus habitantes, deliciosa comida"
5,12 noviembre 2017,Lugar para disfrutar y comer bien,Isla Taquile un lugar para disfrutar unas vistas maravillosas del lago Titicaca y gente muy cariñosa que te ofrece almuerzos espectaculares... personalmente quede facinado con la sopa de quinua y el plato principal aque era trucha... hay una simpatia natural en su gente que realmente te hace sentir el cariño... muy buenos anfitriones... como en cada lugar de Perú que tuve la suerte de conocer
5,12 noviembre 2017,Bonita experiencia,"Después de visitar la isla de los uros, nos fuimos a isla taquile. A pesar de que fuimos en un barco a motor rápido el viaje dura alrededor decor de 2 horas. Las vístas son preciosas, cielos despejados de contaminación y colores muy lindos. Almorzamos en el primer restaurant desde el puerto, nos hicieron un rico menú, con sopa de quinoa, de fondo trucha a la plancha con papas fritas y arroz, el pescado estaba excelente.. de hecho la cocinera saco aplausos. Finalizada la comida nos dieron un té de muna y nos brindaron un baile típico y muestras de sus tradiciones como el tejido en telares, como producen shampoo con la raíz de unas plantas. Después fuimos a recorrer un poco la isla hasta la plaza, en este lugar tienen comercio de tejidos, en realidad son muy buenos y también un mirador. En un tercer piso con vista a toda la isla, desde aquí se ve Bolivia también. Como anécdota nos contaron que todos los hombres deben aprender a tejer y que utilizan un sombrero típico para identificar si están solteros o no. La Unesco los reconoció como patrimonio vivo de la humanidad."
5,11 noviembre 2017,Sendero,"Es un destino que no se pueden perder, el sendero que se recorre en caminata en la isla de un puerto hacia otro es súper lindo y tranquilo! Una isla de tejedores y tradiciones muy propias"
3,11 noviembre 2017,Una isla bonita pero nada más.,Es una isla bonita pero tengo dudas si merece la pena pegarse un viaje de 2.5 horas de ida y otro tanto de vuelta cuando el tour por la isla es de poco mas de una hora (el resto del tiempo es para comer).
5,8 noviembre 2017,Es preciosa ,"Si visitáis el lago Titicaca os recomiendo mucho llegar hasta la isla. Nosotros llegamos a Puno a las 4:30 de la mañana en bus desde Cusco. Allí mismo, en la estación, contratamos una excursión al lago que incluía barco rápido (mejor el rápido porque sino os vais a aburrir navegando) visita a islas flotantes, Taquile y comida incluida. Además los traslados. Todo por 100 soles por persona. No pagues más! En la isla Taquile estuvimos alrededor de 3 horas. Comimos y dimos una vuelta por allí. Nos encantó, es preciosa "
5,8 noviembre 2017,Best tejidos ever! Como diría mi hija ,"Taquile es una isla súper pintoresca en el lago titikaka. Según dicen de las mejores quinuas las encuentras ahí. La sopa que yo probé estaba bastante buena. Tiene caminos bien hechos para dar una caminada. Nosotros seleccionamos un tour que no te lleva a la plaza central por qué hay demasiados turistas, y digamos que las conglomeraciones no son lo mío. Asi que paseamos por uno de los costados de la isla. La vista pufff! Súper recomendable. La caminata para tomar fotos con sus pintorescas casas y coloridas flores cubrió la necesidad por fotos y mis hijas se tomaron muchas selfies (jaja). Pero la calidad de los tejidos de acá, barbaridad! Que belleza total! Dejen de comprar gorritos en lima, Arequipa, Puno, uros y espérense para ver estos de acá. Lleven efectivo que donde yo anduve no se acepta tarjetas de crédito. "
4,6 noviembre 2017,Linda caminata,"Me gustó en particular visitar Taquile ya que caminas en pendiente mientras disfrutas del paisaje (subir despacio por la altura) para llegar hasta la comunidad que te recibe con las tradiciones típicas y con un rico almuerzo (trucha a la parrilla), después sigues subiendo hasta la plaza de armas que te deleita con la vista panorámica. Lindo lugar, recomendable. "
5,5 noviembre 2017,Isla con mucho encanto,Isla que conserva todo su encanto y poco impacto del turismo. Conservan sus tradiciones y formas de hacer. Sus aldeas no se ven alteradas por establecimientos turísticos ni de souvenirs. Perfecto para pasar un día tranquilo.
3,4 noviembre 2017,Una isla a 4100 msnm ,Isla de obligada visita cuando se va a ver el lago titicaca. El lago más grande y mas alto del mundo. El lago está 3800 msnm y el punto más alto que se suele visitar es la isla taquile. Hay que estar en buenas condiciones físicas pues puede afectar el mal de altura 
4,30 octubre 2017,visita obligada,"Pues es sin duda la visita obligada en esta zona del pais, preparate a caminar.. y a disfrutar tambien."
5,29 octubre 2017,La parte más bella del lago,"Vale la pena quedarse a dormir en la isla; las costumbres, la riqueza cultural y las vistas desde Taquile son dignas de una correcta apreciación."
5,25 octubre 2017,Impresionante isla de Taquile,"Esta isla es una de las mas lindas en el lago Titicaca tiene unos paisajes espectaculares, su cultura y gente es muy singular mantienen una cultura viva, sus tejidos son muy finos hechos por hombres que caminan tejiendo por toda la isla; fue una experiencia única estoy muy orgulloso de ser peruano tengo mucho que conocer somos muy ricos culturalmente."
5,24 octubre 2017,Una experiencia inolvidable ,Visitar Taquile conocer su historia y apreciar sus tejidos es simplemente una experiencia única . La hermosa vista al Lago Titicaca y la calidez con la que los habitantes tratan a los turistas la convierten en un lugar al que se debe visitar durante su paso por Puno. 
4,24 octubre 2017,linda experiencia,"Nos gusto mucho las vistas hacia ambos paises, medio rapida la excusion ya que nos hubiera gustado caminar tranquilos un poco mas, pero es sin dudas un MUST en Puno"
5,23 octubre 2017,hermosa experiencia,que hermoso sitio en el lago Titicaca....despues de una subida algo agotadora pudimos ir al templo de la luna......si pasan por Puno esta isla es un inperdible
5,22 octubre 2017,Visita necesaria ,La isla está habitada por más de 2000 personas divididas en 6 comunidades. Tienen una organización tipo cooperativa muy interesante. La comida en los 20 locales de comida de la isla es igual y todos los días del año. Interesante y con unas vistas espectaculares del lago
4,18 octubre 2017,Hermoso paisaje,Las vistas desde la isla hacia Peru de un lado y Bolivia del otro es hermosa. Es una isla pequeñita que permite un paseo agradable. El contacto con los locales se siente un poco armado para los turistas. Quizás la gran afluencia de turistas haga que se pierda la autenticidad. 
4,13 octubre 2017,Merece mucho la pena,"La Isla de Taquile es una de las muchas islas naturales que se encuentran en el Lago Titicaca. Con unas 3.000 personas, divididas aproximadamente en 450 familias. Las tres normas de la isla son:No robarNo mentirNo ser ociosoToda la comunidad trabaja para toda la comunidad, hoy por ti y mañana por mi.Sin duda vale mucho la pena visita."
5,9 octubre 2017,Bello paisaje e interesantes costumbres,La subida en esta isla es vertiginosa y requiere de bastante esfuerzo porque son varios escalones desde donde nos deja la embarcación. En la parte superior hay una ciudad y se puede divisar la inmensidad del lago Titicaca.
5,4 octubre 2017,Vista impresionante ,"Esta isla me ha sorprendido, es una comunidad que convive en perfecta armonia y que comparten la vida e ingresos a través de un sistema de liderazgo real. Ellos son autosostenibles, viven de los recursos que genera el turismo y de la venta de artículos hechos por ellos mismos. Han construido una vía que hace muy fácil caminar la isla y visualizar el lago en 360 grados. Disfrute de la vista, turismo vivencial, paisajes y caminata que la isla ofrece."
5,1 octubre 2017,"Forma de vida tradicional, casi primitiva",Interesante comprobar cómo hay poblaciones que aun viven de un modo tan tradicional que casi se podría considerar primitivo
5,1 octubre 2017,Visita por 4 horas,"La isla de Taquile presenta una muy buena opción de visita en el lago Titicaca, la visita dura aproximadamente 4 horas."
5,30 septiembre 2017,Vistas de lujo!,Tuvimos la suerte de que nos toco un día muy despejado y las vistas de Bolivia y un pantano rodeado de esa cordillera y esa calma a la vez es mágico
5,30 septiembre 2017,Un día inolvidable,La isla Taquile en el Lago Titicaca es muy interesante. Ahí viven más o menos 2000 personas cumpliendo sus tradiciones y normas en un enclave único con vistas espectaculares. Mantienen su cultura especial y cuidan su isla. Nos demostraron sus bailes tradicionales y podíamos disfrutar una comida excelente con pescado fresco del lago. Se puede hacer un paseo muy agradable rodeando casi toda la isla y disfrutando de unas vistas maravillosas. Volvería sin duda y recomiendo esa visita a todos que disponen de un día entero para disfrutar esa excursión.
4,30 septiembre 2017,Fabulosa isla en el lago,"Fantastica isla en el lago Titikaka, muy bien conswrvada por sus habitantes que ofrecen estancias privadas para alojarse durante unos dias.Es un ligar paradisiaco que cuenta con calas de fina arena.Los habitantes confeccionan diversos tejidos en lana alpaca que ofrecen al turista como recuerdo."
4,24 septiembre 2017,Hermosa la Isla y su gente,"Es una hermosa isla para visitar. Tiene un especial encanto ver a los hombres tejiendo y poder admirar las maravillas que hacen. Conocer esta cultura donde trabajan y se organizan colaborativamente, es una experiencia de gran aprendizaje."
5,22 septiembre 2017,Imperdible!,"El paisaje es precioso, hay q subir unos 15 minutos para llegar a las casas de los pobladores y a la plaza central, subir tranquilos porque es altura. Es una comunidad de pocos pobladores, con trajes típicos y costumbres ancestrales.Incluido en el tour está el almuerzo en casa de uno de los pobladores, la vista del lago es impresionante, tan azul como el cielo q ese día nos acompañó. Viento frío con sol, llevar mochila con bloqueador, agua, casaca etc . Se puede dejar la mochila, con lo q no se va a usar, en la embarcación.Vale la pena !!!"
4,19 septiembre 2017,Lindo Lugar,"Es una isla muy linda, el paisaje es espectacular este lago parece un mar es inmenso llegando a la isla Taquile podrás ver un pueblo que aún conserva sus costumbres tienen hermosos tejidos."
5,16 septiembre 2017,Detenido el tiempo en la Isla,"Fenómeno digno de estudio sociológico. Sistema de organización cooperativista y con tradiciones centenarias basadas en la agricultura básica. Sistema de gobierno local propio. Vale la pena la visita además es oportunidad para navegar el Lago Titicaca por un buen rato, lo que se disfruta mucho."
5,14 septiembre 2017,Visita imperdible,"Una de las islas más grandes del lago. Lugareños muestran, orgullosos, sus usos y costumbre.
Ir con ropa liviana (llevar abrigo por el viento), calzado de buen agarre y ganas de comprender una cultura ejemplar."
5,14 septiembre 2017,VISITA OBLIGADA EN TITICACA,"En nuestro caso la visita estaba incluida en el tour, y eso le da cierto carácter turístico, pero aún así la recomiendo. No es apta para todos, ya que el centro de la isla está en la parte alta y la subida es considerable. Lo mejor, las vistas desde la plaza, pudiendo ver Bolivia, y su pequeña iglesia local. Los azules de las aguas del lago son increíbles, mágicos. Un día agradable."
5,14 septiembre 2017,Visita obligada,"Merece mucho la pena visitar esta isla. están bien organizados en cuanto a atractivo turístico. Muestran su vida tal y como es y lógicamente quieren vender sus productos porque como todos, necesitan su fuente de ingresos. pero es agradable comprarles, no como ocurre en las islas Uros. Desde luego, uno de los lugares con mayor encanto de Titicaca."
4,14 septiembre 2017,La mejor trucha de la historia ,"La isla es preciosa, y comimos en un restaurante local que nos ofreció la mejor trucha que hemos comido en nuestra vida. Me encanta la buena comida, no olvidaré esta experiencia."
4,13 septiembre 2017,Acogedora Isla.,"Isla de gran dimensión en el lago, buenos paisajes, perfecto para caminatas, variedad de restaurantes, gran paseo."
5,12 septiembre 2017,Turismo Vivencial,"El el tour imperdible, incluso mejor que los Uros, esta isla ubicada en la zona peruana del Lago Titicaca como a 1:30 hrs de viaje en lancha, es el SITIO para visitar, a lo ya conocido destaca su playa de arena blanca y sus aguas color turqueza totalmente transparantes, eso si a punto de congelacion; si uno no supiera que esta en la meseta del Collar uno pensaría que esta en una isla del Caribe. Lo mejor es compartir con los lugareños sus costumbres, sus comidas, esa sopa de quinua es de lo mejor, la trucha ni se diga y un buen mate de muña para bajar todo lo comido es mejor que un bajativo o licor. Luego se ouede apreciar sus costumbres, comprar sus tradicionales hilados y de fin de fiesta poder disfrutar de su musica, aunque un poco trite, pero es lo suyo. Del puerto lacustre de Puno hya un sinfin de opciones para hacer este tour. lo recomiendo"
5,7 septiembre 2017,Es un lugar mágico,"Es un excelente lugar para poder visitar y salir de la rutina, puedes deleitarte con la vista del Lago Titicaca, además la atención de los lugareños es muy buena."
3,6 septiembre 2017,muy cansada,Es una caminata considerable tiene unas vistat bonitas pero es demasiado el cansancio sobre todo por que afecta el mal de altura
4,5 septiembre 2017,Prepárate para caminar,"Buen calzado y ropa mixta, vas a andar y a cansarte, vas a pasar calor y frío.
Gran sitio para perderse y juntarse con los locales, siempre aprenderás algo nuevo. No te olvides de comer anticuchos, de los mejores que hemos probado."
5,5 septiembre 2017,Imprescindible quedarse a dormir!!,"Las agencias organizan tours para pasar unas horas en Taquile, que consiste en subir a la plaza (1 hora cuesta arriba), comer y volver a Puno. Esto no permite zambullirse en las costumbres ni disfrutar de la isla y su gente.Según parece, hace años se podía pernoctar a través del contacto con agencias, pero tras un desacuerdo entre las agencias y la población local (condiciones injustas hacia la gente de Taquile) esto se acabó. Por tanto, esta y otras plataformas son fundamentales para poder reservar alojamiento en Taquile. Así se puede caminar por toda la isla, subir a Pachamama, ver las ruinas, bajar a la playa y tomar un baño. Además, la convivencia con las familias es una experiencia extraordinaria, explican su comunicación a través de la vestimenta y la forma que tienen de ayudarse unos a otros y vivir en comunidad. Al existir este desacuerdo con las agencias, apenas hay turistas por la tarde y por la noche, lo que lo hace una experiencia auténtica e irrepetible."
